read_code,brand_name,term_description,term,dose,quantity,group,with_calcium_channel_blocker,with_diuretic
AC7x0,Amias,Syngamiasis,Candesartan Cilexetil,,,Angiotensin-II Receptor Antagonists,False,False
C3541,Hypercal,Hypercalcaemia: [NEC] or [secondary],Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
C3541,Hypercal,Secondary hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
C3541,Hypercal,Hypercalcaemia NEC,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
C3542,Hypercal,Idiopathic hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
C3544,Hypercal,Hypercalciuria,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
C3544,Hypercal,Hypercalcinuria,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
C3544,Hypercal,Hypercalcuria,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
C3545,Hypercal,Familial benign hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X30Jn,Hypercal,Bartter's syndrome with hypercalciuria and nephrocalcinosis,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X30Kd,Hypercal,Hypercalcaemic nephropathy,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X30Lv,Hypercal,Acute hypercalcaemia of dialysis,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40BT,Ranace,Placenta membranacea,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
X40QU,Hypercal,Secondary hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40Qa,Hypercal,Hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40Qc,Hypercal,Familial hypocalciuric hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40Qc,Hypercal,FHH - Familial hypocalciuric hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40Qd,Hypercal,Hypercalcaemia of malignancy,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40Qd,Hypercal,Malignant hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40Qe,Hypercal,Drug-induced hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40Qg,Hypercal,Familial idiopathic hypercalciuria,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40Qt,Hypercal,Hypercalciuric rickets,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40Qu,Hypercal,Hypercalciuric rickets,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40Qu,Hypercal,HHRH - Hereditary hypophosphataemic rickets with hypercalciuria,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X40RR,Hypercal,Familial hypomagnesaemia-hypercalciuria,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
X77Wu,Captopril,Captopril suppression test,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
X78EK,Captopril,Fetal captopril/enalapril syndrome,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
X78EO,Minoxidil,Fetal minoxidil syndrome,Minoxidil,,,Vasodilator Antihypertensive Drugs,False,False
XE11e,Hypercal,Hypercalcaemia NEC,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
XE13M,Hypercal,(Phosphorus &/or calcium disorders (& [hypercalcaemia] or [hypercalcinuria] or [hypocalcaemia]) or (nephrocalcinosis),Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
XE13M,Hypercal,Hypercalcinuria,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
XE13M,Hypercal,Hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
XM19f,Hypercal,[EDTA] Nephrocalcinosis and hypercalcaemic nephropathy associated with renal failure,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
Xa0AE,Hypercal,Infantile hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
Xa0AF,Hypercal,Idiopathic infantile hypercalcaemia - mild form,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
Xa0Qd,Hypercal,Idiopathic infantile hypercalcaemia - severe form,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
XacIH,Aliskiren,Aliskiren declined,Aliskiren,,,Renin Inhibitors,False,False
XacIK,Aliskiren,Aliskiren not tolerated,Aliskiren,,,Renin Inhibitors,False,False
a4c..,Thelin,Propantheline bromide [antispasmodic],Sitaxentan Sodium,,,Vasodilator Antihypertensive Drugs,False,False
a4c1.,Thelin,Propantheline bromide 15mg tablet,Sitaxentan Sodium,15 mg,,Vasodilator Antihypertensive Drugs,False,False
bA1..,Ramipril,Felodipine+ramipril,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,True,False
bA11.,Triapin,Triapin mite 2.5mg/2.5mg tablet,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bA12.,Triapin,Triapin 5mg/5mg tablet,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bA1y.,Ramipril,Felodipine+ramipril 2.5mg/2.5mg tablet,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,True,False
bA1z.,Ramipril,Felodipine+ramipril 5mg/5mg tablet,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,True,False
be1..,Diazoxide,Diazoxide [cardiovascular use],Diazoxide,,,Vasodilator Antihypertensive Drugs,False,False
be1z.,Diazoxide,Diazoxide 300mg/20mL injection,Diazoxide,300 mg/20 ml,,Vasodilator Antihypertensive Drugs,False,False
be21.,Apresoline,Apresoline 25mg tablet,Hydralazine Hydrochloride,25 mg,,Vasodilator Antihypertensive Drugs,False,False
be22.,Apresoline,Apresoline 50mg tablet,Hydralazine Hydrochloride,50 mg,,Vasodilator Antihypertensive Drugs,False,False
be23.,Apresoline,Apresoline 20mg injection (pdr for recon),Hydralazine Hydrochloride,20 mg,,Vasodilator Antihypertensive Drugs,False,False
be3..,Minoxidil,Minoxidil,Minoxidil,,,Vasodilator Antihypertensive Drugs,False,False
be31.,Loniten,Loniten 2.5mg tablet,Minoxidil,2.5 mg,,Vasodilator Antihypertensive Drugs,False,False
be32.,Loniten,Loniten 5mg tablet,Minoxidil,5 mg,,Vasodilator Antihypertensive Drugs,False,False
be33.,Loniten,Loniten 10mg tablet,Minoxidil,10 mg,,Vasodilator Antihypertensive Drugs,False,False
be3x.,Minoxidil,Minoxidil 2.5mg tablet,Minoxidil,2.5 mg,,Vasodilator Antihypertensive Drugs,False,False
be3y.,Minoxidil,Minoxidil 5mg tablet,Minoxidil,5 mg,,Vasodilator Antihypertensive Drugs,False,False
be3z.,Minoxidil,Minoxidil 10mg tablet,Minoxidil,10 mg,,Vasodilator Antihypertensive Drugs,False,False
bf11.,Catapres,Catapres 100mcg tablet,Clonidine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
bf12.,Catapres,Catapres 300mcg tablet,Clonidine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
bf13.,Catapres,Catapres 250micrograms Perlonget,Clonidine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
bf14.,Catapres,Catapres 150mcg/1mL injection,Clonidine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
bf2..,Methyldopa,Methyldopa,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
bf2..,Methyldopa,Alpha methyldopa,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
bf21.,Methyldopa,Methyldopa 125mg tablet,Methyldopa,125 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf22.,Methyldopa,Methyldopa 250mg tablet,Methyldopa,250 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf23.,Methyldopa,Methyldopa 500mg tablet,Methyldopa,500 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf29.,Dopamet,Dopamet 125mg tablet,Methyldopa,125 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf2a.,Dopamet,Dopamet 250mg tablet,Methyldopa,250 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf2b.,Dopamet,Dopamet 500mg tablet,Methyldopa,500 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf2c.,Medomet,Medomet 250mg capsule,Methyldopa,250 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf2d.,Medomet,Medomet 250mg tablet,Methyldopa,250 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf2e.,Medomet,Medomet 500mg tablet,Methyldopa,500 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf2f.,Hydromet,Hydromet tablet,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
bf2g.,Metalpha,Metalpha 250mg tablet,Methyldopa,250 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf2h.,Metalpha,Metalpha 500mg tablet,Methyldopa,500 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf2j.,Methyldopa,Methyldopa+hydrochlorothiazide 250mg/15mg tablet,Methyldopa,250 mg,,Centrally-Acting Antihypertensive Drugs,False,True
bf2v.,Methyldopa,Methyldopa 250mg/5mL oral suspension,Methyldopa,250 mg/5 ml,,Centrally-Acting Antihypertensive Drugs,False,False
bf2w.,Methyldopa,Methyldopate hydrochloride 250mg/5mL injection,Methyldopa,250 mg/5 ml,,Centrally-Acting Antihypertensive Drugs,False,False
bf2z.,Methyldopa,Methyldopa 250mg capsule,Methyldopa,250 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf33.,Decaserpyl,Decaserpyl 5mg tablet,Reserpine And Rauwolfia Alkaloids,5 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf34.,Decaserpyl,Decaserpyl 10mg tablet,Reserpine And Rauwolfia Alkaloids,10 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf35.,Hypercal,Hypercal 2mg tablet,Reserpine And Rauwolfia Alkaloids,2 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf36.,Rauwiloid,Rauwiloid 2mg tablet,Reserpine And Rauwolfia Alkaloids,2 mg,,Centrally-Acting Antihypertensive Drugs,False,False
bf37.,Serpasil,Serpasil 100micrograms tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
bf38.,Serpasil,Serpasil 250micrograms tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
bf39.,Abicol,Abicol tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
bf3a.,Decaserpyl,Decaserpyl Plus tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
bf3b.,Rautrax,Rautrax tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
bf3c.,Serpasil,Serpasil-Esidrex tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,True
bf4..,Moxonidine,Moxonidine,Moxonidine,,,Centrally-Acting Antihypertensive Drugs,False,False
bf41.,Moxonidine,Moxonidine 200micrograms tablet,Moxonidine,,,Centrally-Acting Antihypertensive Drugs,False,False
bf42.,Moxonidine,Moxonidine 400micrograms tablet,Moxonidine,,,Centrally-Acting Antihypertensive Drugs,False,False
bf43.,Physiotens,Physiotens 200micrograms tablet,Moxonidine,,,Centrally-Acting Antihypertensive Drugs,False,False
bf44.,Physiotens,Physiotens 400micrograms tablet,Moxonidine,,,Centrally-Acting Antihypertensive Drugs,False,False
bf45.,Moxonidine,Moxonidine 300micrograms tablet,Moxonidine,,,Centrally-Acting Antihypertensive Drugs,False,False
bf46.,Physiotens,Physiotens 300micrograms tablet,Moxonidine,,,Centrally-Acting Antihypertensive Drugs,False,False
bg13.,Bendogen,Bendogen 10mg tablet,Betanidine Sulfate,10 mg,,Adrenergic Neurone Blocking Drugs,False,False
bg14.,Bendogen,Bendogen 50mg tablet,Betanidine Sulfate,50 mg,,Adrenergic Neurone Blocking Drugs,False,False
bg15.,Esbatal,Esbatal 10mg tablet,Betanidine Sulfate,10 mg,,Adrenergic Neurone Blocking Drugs,False,False
bg16.,Esbatal,Esbatal 50mg tablet,Betanidine Sulfate,50 mg,,Adrenergic Neurone Blocking Drugs,False,False
bg21.,Declinax,Declinax 10mg tablet,Debrisoquine Sulfate,10 mg,,Adrenergic Neurone Blocking Drugs,False,False
bg22.,Declinax,Declinax 20mg tablet,Debrisoquine Sulfate,20 mg,,Adrenergic Neurone Blocking Drugs,False,False
bh1..,Indoramin,Indoramin hydrochloride,Indoramin,,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh11.,Baratol,Baratol 25mg tablet,Indoramin,25 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh12.,Baratol,Baratol 50mg tablet,Indoramin,50 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh14.,Indoramin,Indoramin 20mg tablet,Indoramin,20 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh1y.,Indoramin,Indoramin 25mg tablet,Indoramin,25 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh1z.,Indoramin,Indoramin 50mg tablet,Indoramin,50 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh21.,Dibenyline,Dibenyline [cvs] 10mg capsule,Phenoxybenzamine Hydrochloride,10 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh22.,Dibenyline,Dibenyline 100mg/2mL infusion concentrate,Phenoxybenzamine Hydrochloride,100 mg/2 ml,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh31.,Rogitine,Rogitine 10mg/1mL injection,Phentolamine Mesilate,10 mg/1 ml,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh32.,Rogitine,Rogitine 50mg/5mL injection,Phentolamine Mesilate,50 mg/5 ml,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh41.,Hypovase,Hypovase 500mcg tablet,Prazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh42.,Hypovase,Hypovase 1mg tablet,Prazosin Hydrochloride,1 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh43.,Hypovase,Hypovase 2mg tablet,Prazosin Hydrochloride,2 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh44.,Hypovase,Hypovase 5mg tablet,Prazosin Hydrochloride,5 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh45.,Hypovase,Hypovase tablet starter pack,Prazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh46.,Alphavase,Alphavase 500micrograms tablet,Prazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh47.,Alphavase,Alphavase 1mg tablet,Prazosin Hydrochloride,1 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh48.,Alphavase,Alphavase 2mg tablet,Prazosin Hydrochloride,2 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh49.,Alphavase,Alphavase 5mg tablet,Prazosin Hydrochloride,5 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh4A.,Kentovace,Kentovace 500micrograms tablet,Prazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh4B.,Kentovace,Kentovace 1mg tablet,Prazosin Hydrochloride,1 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh4C.,Kentovace,Kentovace 2mg tablet,Prazosin Hydrochloride,2 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh4D.,Kentovace,Kentovace 5mg tablet,Prazosin Hydrochloride,5 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh51.,Hytrin,Hytrin 2mg tablet,Terazosin Hydrochloride,2 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh52.,Hytrin,Hytrin 5mg tablet,Terazosin Hydrochloride,5 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh53.,Hytrin,Hytrin 10mg tablet,Terazosin Hydrochloride,10 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh54.,Hytrin,Hytrin tablet starter pack,Terazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh57.,Hytrin,HYTRIN 1mg tablets,Terazosin Hydrochloride,1 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh6E.,Slocinx,SLOCINX XL 4mg m/r tablets,Doxazosin Mesilate,4 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh6G.,Oxandosin,OXANDOSIN XL 4mg m/r tablets,Doxazosin Mesilate,4 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bh6H.,Raporsin,RAPORSIN XL 4mg m/r tablets,Doxazosin Mesilate,4 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
bi1..,Captopril,Captopril,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi11.,Acepril,Acepril 12.5mg tablet,Captopril,12.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi12.,Acepril,Acepril 25mg tablet,Captopril,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi13.,Acepril,Acepril 25mg tablets x56,Captopril,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi14.,Acepril,Acepril 50mg tablet,Captopril,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi15.,Acepril,Acepril 50mg tablets x56,Captopril,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi16.,Capoten,Capoten 12.5mg tablet,Captopril,12.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi17.,Capoten,Capoten 25mg tablet,Captopril,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi18.,Capoten,Capoten 25mg tablets x56,Captopril,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi19.,Capoten,Capoten 50mg tablet,Captopril,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1D.,Capto-Co,Capto-Co 25mg/12.5mg tablet,Co-Zidocapt,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1E.,Capto-Co,Capto-Co 50mg/25mg tablet,Co-Zidocapt,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1H.,Noyada,NOYADA 5mg/5mL oral solution,Captopril,5 mg/5 ml,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1I.,Captopril,CAPTOPRIL 5mg/5mL oral solution,Captopril,5 mg/5 ml,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1J.,Noyada,NOYADA 25mg/5mL oral solution,Captopril,25 mg/5 ml,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1K.,Captopril,CAPTOPRIL 25mg/5mL oral solution,Captopril,25 mg/5 ml,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1a.,Capoten,Capoten 50mg tablets x56,Captopril,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1b.,Acezide,Acezide 50mg tablets x56,Co-Zidocapt,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1c.,Capozide,Capozide 50mg tablets x28,Co-Zidocapt,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1d.,Capozide,Capozide LS 25mg tablets x28CP,Co-Zidocapt,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1e.,Captopril,Captopril+hydrochlorothiazide 25mg/12.5mg tablet,Captopril,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
bi1f.,Captopril,Captopril+hydrochlorothiazide 50mg/25mg tablet,Captopril,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
bi1g.,Ecopace,Ecopace 12.5mg tablet,Captopril,12.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1h.,Ecopace,Ecopace 25mg tablet,Captopril,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1i.,Ecopace,Ecopace 50mg tablet,Captopril,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1j.,Kaplon,Kaplon 12.5mg tablet,Captopril,12.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1k.,Kaplon,Kaplon 25mg tablet,Captopril,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1l.,Kaplon,Kaplon 50mg tablet,Captopril,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1m.,Hyteneze,Hyteneze 12.5 tablet,Captopril,,5.0,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1n.,Hyteneze,Hyteneze 25 tablet,Captopril,,25.0,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1o.,Hyteneze,Hyteneze 50 tablet,Captopril,,50.0,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1p.,Tensopril,Tensopril 12.5mg tablet,Captopril,12.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1q.,Tensopril,Tensopril 25mg tablet,Captopril,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1r.,Tensopril,Tensopril 50mg tablet,Captopril,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1s.,Capozide,CAPOZIDE 50mg/25mg tablets,Co-Zidocapt,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1v.,Captopril,Captopril 12.5mg tablet,Captopril,12.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1w.,Captopril,Captopril 25mg tablet,Captopril,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1x.,Captopril,Captopril 25mg tablets x56,Captopril,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1y.,Captopril,Captopril 50mg tablets x56,Captopril,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi1z.,Captopril,Captopril 50mg tablet,Captopril,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi21.,Innovace,Innovace 2.5mg tablet,Enalapril Maleate,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi22.,Innovace,Innovace 5mg tablet,Enalapril Maleate,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi23.,Innovace,Innovace 5mg tablets x28,Enalapril Maleate,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi24.,Innovace,Innovace 10mg tablet,Enalapril Maleate,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi25.,Innovace,Innovace 10mg tablets x28,Enalapril Maleate,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi26.,Innovace,Innovace 20mg tablet,Enalapril Maleate,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi27.,Innovace,Innovace 20mg tablets x28,Enalapril Maleate,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi28.,Innozide,Innozide tablet,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi29.,Innovace,Innovace tablet starter pack,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi2E.,Innovace,Innovace Melt 2.5mg wafer,Enalapril Maleate,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi2F.,Innovace,Innovace Melt 5mg wafer,Enalapril Maleate,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi2G.,Innovace,Innovace Melt 10mg wafer,Enalapril Maleate,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi2H.,Innovace,Innovace Melt 20mg wafer,Enalapril Maleate,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi2J.,Pralenal,Pralenal 2.5mg tablet,Enalapril Maleate,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi2K.,Pralenal,Pralenal 5mg tablet,Enalapril Maleate,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi2L.,Pralenal,Pralenal 10mg tablet,Enalapril Maleate,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi2M.,Pralenal,Pralenal 20mg tablet,Enalapril Maleate,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi3..,Lisinopril,Lisinopril,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi31.,Lisinopril,Lisinopril 2.5mg tablet,Lisinopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi32.,Lisinopril,Lisinopril 5mg tablet,Lisinopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi33.,Lisinopril,Lisinopril 10mg tablet,Lisinopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi34.,Lisinopril,Lisinopril 20mg tablet,Lisinopril,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi35.,Carace,Carace 2.5mg tablet,Lisinopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi36.,Carace,Carace 5mg tablets 28CP,Lisinopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi37.,Carace,Carace 5mg tablet,Lisinopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi38.,Carace,Carace 10mg tablets 28CP,Lisinopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi39.,Carace,Carace 10mg tablet,Lisinopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi3a.,Carace,Carace 20mg tablets 28CP,Lisinopril,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi3b.,Carace,Carace 20mg tablet,Lisinopril,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi3c.,Zestril,Zestril 2.5mg tablets 28CP,Lisinopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi3d.,Zestril,Zestril 2.5mg tablet,Lisinopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi3e.,Zestril,Zestril 5mg tablets 28CP,Lisinopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi3f.,Zestril,Zestril 5mg tablet,Lisinopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi3g.,Zestril,Zestril 10mg tablets 28CP,Lisinopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi3h.,Zestril,Zestril 10mg tablet,Lisinopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi3i.,Zestril,Zestril 20mg tablets 28CP,Lisinopril,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
bi3j.,Zestril,Zestril 20mg tablet,Lisinopril,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
